Domain,Area,Element,Item,Year,Unit,Value
"SDG Indicators","Honduras","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","12.216"
"SDG Indicators","Honduras","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","12.0499"
"SDG Indicators","Honduras","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","12.6698"
"SDG Indicators","Honduras","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","11.5931"
"SDG Indicators","Honduras","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","10.722"
"SDG Indicators","Honduras","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","12.1172"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","4.91439"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","4.2608"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","3.9011"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","4.35914"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","3.72896"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","3.53984"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","3.49206"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","3.4571"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","3.06367"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","3.04012"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","4.00038"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","3.90135"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","3.92497"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","3.94356"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","3.79259"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","3.8938"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","3.7599"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","3.45289"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","3.35705"
"SDG Indicators","Hungary","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","3.45041"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","7.47962"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","7.51023"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","6.42637"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","5.28249"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","4.74598"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","4.81093"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","4.18397"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","4.85645"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","5.66077"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","6.29092"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","6.60353"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","6.56469"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","5.84625"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","5.27006"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","5.29343"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","4.59489"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","3.6917"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","3.80335"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","4.20696"
"SDG Indicators","Iceland","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","4.3339"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","21.156"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","19.0405"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","19.138"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","17.8147"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","17.6202"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","16.8094"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","16.7501"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","16.7909"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","16.7443"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","17.0265"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","17.192"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","16.8454"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","17.1484"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","16.7919"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","16.1745"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","16.3638"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","16.3578"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","15.4067"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","16.0428"
"SDG Indicators","India","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","18.319"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","13.9377"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","14.0891"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","13.842"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","13.0676"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","11.9654"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","11.8261"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","12.5033"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","13.2006"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","13.9383"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","13.9292"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","13.5123"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","13.374"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","13.3567"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","13.3368"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","13.4926"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","13.4787"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","13.1566"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","12.8101"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","12.7172"
"SDG Indicators","Indonesia","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","13.704"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","7.91347"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","7.38822"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","7.09266"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","6.8896"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","6.50138"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","7.11821"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","7.18557"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","6.12277"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","6.92449"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","6.49939"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","5.44727"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","7.61836"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","9.75367"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","9.78226"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","10.4847"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","9.63737"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","9.49975"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","9.87394"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","9.67035"
"SDG Indicators","Iran (Islamic Republic of)","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","12.8082"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","6.00188"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","7.35922"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","8.64637"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","6.93857"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","6.88687"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","5.82604"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","4.9295"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","3.84778"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","5.22994"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","5.16228"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","4.56378"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","4.12425"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","4.76845"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","4.92941"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","4.19187"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","3.97719"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","2.92323"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","2.48077"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","3.29297"
"SDG Indicators","Iraq","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","6.06998"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","1.99515"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","1.73585"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","1.48044"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","1.5748"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","1.03401"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","0.921164"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.04291"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","0.848503"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","0.557451"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","0.952933"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","1.21045"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","0.989526"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","1.08346"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.24408"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","0.895432"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","0.944383"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","1.15917"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","0.888877"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","0.916771"
"SDG Indicators","Ireland","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","0.929475"
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%",""
"SDG Indicators","Isle of Man","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","1.4862"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","1.5272"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","1.43591"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","1.36974"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","1.60786"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","1.54292"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.47846"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","1.53103"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","1.8175"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","1.54337"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","1.56698"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","1.27285"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","1.26324"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.17315"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","1.19534"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","1.19235"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","1.16085"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.14269"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","1.05345"
"SDG Indicators","Israel","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","1.08754"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","2.48963"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","2.37138"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","2.35796"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","2.34703"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","2.0336"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","1.94584"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.89629"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","1.87462"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","1.80274"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","1.77551"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","1.88343"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","1.97075"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","2.14459"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.99786"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","2.06524"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","1.92837"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","1.97268"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.94468"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","1.91353"
"SDG Indicators","Italy","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","1.99068"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","6.12101"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","5.5445"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","5.21387"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","4.98218"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","5.18621"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","5.15583"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","4.61749"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","4.89912"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","5.47232"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","5.26899"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","5.64728"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","5.77143"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","5.97045"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","5.97249"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","6.30835"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","6.5988"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","6.63179"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","6.59223"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","7.01962"
"SDG Indicators","Jamaica","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","8.68327"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","1.38261"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","1.39211"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","1.3148"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","1.24233"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","1.12536"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","1.09429"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.0609"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","1.05841"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","1.08261"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","1.10226"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","1.07542"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","1.1418"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","1.10419"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.05627"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","1.11391"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","1.21336"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","1.21204"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.23937"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","1.16699"
"SDG Indicators","Japan","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","1.12877"
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%",""
"SDG Indicators","Jersey","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","2.32701"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","2.61162"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","2.93365"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","2.97438"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","3.28625"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","3.07813"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","3.01586"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","2.87835"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","3.23793"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","3.57654"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","3.50634"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","3.3035"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","3.585"
"SDG Indicators","Jordan","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","3.96758"
