Domain,Area,Element,Item,Year,Unit,Value
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","2.656818"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","1.882873"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","2.524296"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","2.510552"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","2.482672"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","4.024293"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","4.175713"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","3.735819"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","5.41134"
"Credit to Agriculture","Ireland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","5.596218"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","5.028075"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","4.084472"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","3.730758"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","2.99905"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","2.851614"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","2.662161"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","2.09184"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","1.771545"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","1.852492"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","1.75966"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.817873"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.698897"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.542999"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.57633"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.557175"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.614248"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.653023"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.609122"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.45731"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.525389"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.531131"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.623459"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.5931"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.572725"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.526846"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.540402"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.554276"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.538628"
"Credit to Agriculture","Israel","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.58722"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","1.505149"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","1.603279"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","1.64266"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","1.713642"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","1.995775"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","1.998519"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","1.925529"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","2.082342"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","2.282264"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","2.406104"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","2.337282"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","2.33069"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","2.260513"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","2.467996"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","2.438732"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","2.604601"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","2.67509"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","2.793446"
"Credit to Agriculture","Italy","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","2.947402"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","1.309377"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","1.030653"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.78448"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.742039"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.476546"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.514712"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.56099"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.639891"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.647898"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.615893"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.492973"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.423883"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.274988"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.217323"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.26736"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.290509"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.240178"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.380435"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.418376"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.341273"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.357163"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.345896"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.357712"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.389444"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.346181"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.283576"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.195417"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.295247"
"Credit to Agriculture","Jamaica","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.248249"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","0.249653"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.273422"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.39066"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.44076"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.464652"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.52587"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.681529"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.875657"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","1.099255"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","1.172594"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.916095"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.768058"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.639981"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.617081"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.435765"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.468907"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.458524"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.559309"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.536177"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.409783"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.41238"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.433072"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.347134"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.318281"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.234284"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.295084"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.286432"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.266476"
"Credit to Agriculture","Jordan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.252962"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.578001"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.775428"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.700259"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.688125"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.737603"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.913414"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","1.152785"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","1.163682"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","1.211387"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.850899"
"Credit to Agriculture","Kazakhstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.411911"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.32009"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.369904"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.343308"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.341857"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.350532"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.38681"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.407894"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.379725"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.396335"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.352014"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.256006"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.204615"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.213407"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.186891"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.172368"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.169747"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.142989"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.143917"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.134459"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.125761"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.100701"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.097891"
"Credit to Agriculture","Kenya","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.091417"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.035517"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.021542"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.022096"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.053751"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.084385"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.105761"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.075646"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.084696"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.065328"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.070136"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.113868"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.45487"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.488196"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.652159"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.727697"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.768592"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.909292"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","1.185053"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","1.24433"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","1.339397"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","1.613366"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","1.589284"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","1.585365"
"Credit to Agriculture","Kyrgyzstan","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","1.56463"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.226647"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.255329"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.24702"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.261396"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.27933"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.338921"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.410874"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.389907"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.350739"
"Credit to Agriculture","Lebanon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.23914"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.661709"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.475196"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.087915"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.160015"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.211287"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.247859"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.228748"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.230685"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.158779"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.329927"
"Credit to Agriculture","Lesotho","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.301757"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.185213"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.105844"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.119929"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.111316"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.18564"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.130133"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.08969"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.09604"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.05619"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.063796"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.095534"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.080442"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.08467"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.085297"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.118256"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.068377"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.076945"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.08448"
"Credit to Agriculture","Liberia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.057667"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.275316"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.34895"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.300717"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.494081"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.591474"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.664072"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.344627"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.373347"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.750873"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.497717"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.702179"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.67651"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.939089"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.709142"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.838535"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.465324"
"Credit to Agriculture","Malawi","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.78381"
"Credit to Agriculture","Malaysia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.148607"
"Credit to Agriculture","Malaysia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.163652"
"Credit to Agriculture","Malaysia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.136409"
