Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","1243.407"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","1308.422"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","1423.245"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","1412.043"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","1287.454"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1242.145"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1225.323"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","803.562"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","824.735"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","828.815"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","887.4"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","916.355"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","897.404"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","897.113"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","941.403"
"Employment Indicators: Rural","Ireland","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","967.841"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1992","Labour force survey","1000 persons","3728.909"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1993","Labour force survey","1000 persons","3555.184"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1994","Labour force survey","1000 persons","3530.212"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","3416.334"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","3458.671"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","3511.843"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","3459.573"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","3416.314"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","2675.849"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","2658.444"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","2700.852"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","2833.616"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","3576.697"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","3258.324"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","3264.441"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","3234.625"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","3237.084"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","3256.988"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","3252.359"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","2783.797"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","5410.408"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","5266.782"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","5314.364"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","5381.904"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","5370.297"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","5367.693"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","5521.895"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","5518.202"
"Employment Indicators: Rural","Italy","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","4137.203"
"Employment Indicators: Rural","Jordan","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","191.942"
"Employment Indicators: Rural","Jordan","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","196.42"
"Employment Indicators: Rural","Jordan","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","202.749"
"Employment Indicators: Rural","Kenya","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","8010.734"
"Employment Indicators: Rural","Kenya","Employment by status of employment, total, rural areas","Total","2006","Household income and expenditure survey","1000 persons","9017.219"
"Employment Indicators: Rural","Kenya","Employment by status of employment, total, rural areas","Total","2016","Household income and expenditure survey","1000 persons","11967.852"
"Employment Indicators: Rural","Kenya","Employment by status of employment, total, rural areas","Total","2019","Household income and expenditure survey","1000 persons","12313.635"
"Employment Indicators: Rural","Lao People's Democratic Republic","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","2147.915"
"Employment Indicators: Rural","Lao People's Democratic Republic","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","978.666"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","482.106"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","482.282"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","467.359"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","481.242"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","487.537"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","518.322"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","518.21"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","525.66"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","461.083"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","430.624"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","436.507"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","311.94"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","314.278"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","303.843"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","309.314"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","314.12"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","297.19"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","301.335"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","299.459"
"Employment Indicators: Rural","Latvia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","290.307"
"Employment Indicators: Rural","Lesotho","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","226.401"
"Employment Indicators: Rural","Liberia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","600.731"
"Employment Indicators: Rural","Liberia","Employment by status of employment, total, rural areas","Total","2012","Household survey","1000 persons","277.662"
"Employment Indicators: Rural","Liberia","Employment by status of employment, total, rural areas","Total","2014","Household income and expenditure survey","1000 persons","747.03"
"Employment Indicators: Rural","Liberia","Employment by status of employment, total, rural areas","Total","2015","Household income and expenditure survey","1000 persons","747.03"
"Employment Indicators: Rural","Liberia","Employment by status of employment, total, rural areas","Total","2016","Household income and expenditure survey","1000 persons","928.136"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","834.599"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","732.745"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","730.157"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","779.105"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","801.336"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","841.327"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","782.96"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","782.224"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","774.363"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","789.968"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","756.09"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","689.343"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","638.691"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","646.503"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","531.321"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","543.458"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","560.113"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","590.53"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","607.664"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","444.808"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","453.379"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","536.839"
"Employment Indicators: Rural","Lithuania","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","522.42"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","41.512"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","39.405"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","37.329"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","40.816"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","46.63"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","45.277"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","62.348"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","63.657"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","42.973"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","42.822"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","42.226"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","44.045"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","50.021"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","49.751"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","48.435"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","83.316"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","121.463"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","122.985"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","119.519"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","129.874"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","110.642"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","107.912"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","109.099"
"Employment Indicators: Rural","Luxembourg","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","111.908"
"Employment Indicators: Rural","Madagascar","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","7901.264"
"Employment Indicators: Rural","Madagascar","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","9062.885"
"Employment Indicators: Rural","Malawi","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","5436.073"
"Employment Indicators: Rural","Mali","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","4275.364"
"Employment Indicators: Rural","Mali","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","4448.041"
"Employment Indicators: Rural","Mali","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","4495.244"
"Employment Indicators: Rural","Mali","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","4142.969"
"Employment Indicators: Rural","Mali","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","4641.254"
"Employment Indicators: Rural","Mali","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","4485.898"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","9.935"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","10.045"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","10.022"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","10.486"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","10.98"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","11.296"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","11.378"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","11.858"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","11.615"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","12.421"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","12.657"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","12.693"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","13.372"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","6.97"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","7.058"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","7.467"
"Employment Indicators: Rural","Malta","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","7.407"
"Employment Indicators: Rural","Marshall Islands","Employment by status of employment, total, rural areas","Total","2019","Household income and expenditure survey","1000 persons","3.37"
"Employment Indicators: Rural","Mauritania","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","383.405"
"Employment Indicators: Rural","Mauritania","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","344.729"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","8801.237"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","8726.476"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","8641.744"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","8539.014"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","8700.347"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","8855.769"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","8949.289"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","9214.911"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","9417.897"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","9589.426"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","9964.668"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","10021.263"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","10218.733"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","10549.654"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","10672.738"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","10773.906"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","10950.653"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","11375.378"
"Employment Indicators: Rural","Mexico","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","8456.935"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","476.616"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","474.385"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","486.648"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","469.326"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","506.365"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","477.065"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","454.202"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","473.4"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","476.488"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","504.823"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","506.343"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","371.193"
"Employment Indicators: Rural","Mongolia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","357.527"
"Employment Indicators: Rural","Mozambique","Employment by status of employment, total, rural areas","Total","2015","Household income and expenditure survey","1000 persons","7075.184"
"Employment Indicators: Rural","Myanmar","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","15620.207"
"Employment Indicators: Rural","Myanmar","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","15807.884"
"Employment Indicators: Rural","Myanmar","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","16259.469"
"Employment Indicators: Rural","Myanmar","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","15772.432"
"Employment Indicators: Rural","Namibia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","270.747"
"Employment Indicators: Rural","Namibia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","335.918"
"Employment Indicators: Rural","Namibia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","317.842"
"Employment Indicators: Rural","Namibia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","253.328"
"Employment Indicators: Rural","Namibia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","307.26"
"Employment Indicators: Rural","Nepal","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","10653.079"
"Employment Indicators: Rural","Nepal","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","2184.965"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1992","Labour force survey","1000 persons","220.837"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1993","Labour force survey","1000 persons","239.594"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1994","Labour force survey","1000 persons","238.867"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","242.861"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","245.088"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","242.715"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","275.71"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","272.598"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","231.657"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","215.511"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","237.196"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","216.6"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","203.655"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","220.352"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","176.084"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","183.318"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","173.993"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","180.514"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","170.846"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","169.354"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1224.17"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1218.316"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1200.825"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1202.539"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","844.526"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","846.725"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","912.566"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","930.442"
"Employment Indicators: Rural","Netherlands","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","931.205"
"Employment Indicators: Rural","Nicaragua","Employment by status of employment, total, rural areas","Total","2001","Household income and expenditure survey","1000 persons","721.158"
"Employment Indicators: Rural","Nicaragua","Employment by status of employment, total, rural areas","Total","2005","Household income and expenditure survey","1000 persons","857.656"
"Employment Indicators: Rural","Nicaragua","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1214.404"
"Employment Indicators: Rural","Nicaragua","Employment by status of employment, total, rural areas","Total","2014","Household income and expenditure survey","1000 persons","1070.186"
"Employment Indicators: Rural","Niger","Employment by status of employment, total, rural areas","Total","2011","Household income and expenditure survey","1000 persons","5312.271"
"Employment Indicators: Rural","Niger","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","2927.626"
"Employment Indicators: Rural","Niger","Employment by status of employment, total, rural areas","Total","2014","Household income and expenditure survey","1000 persons","5346.195"
