Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","41.599998"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","40.6"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","33.5"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","33"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","35"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","29.8"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","28"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","28.5"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","30.4"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","28.8"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","26.7"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","25.3"
"Employment Indicators: Agriculture","Mongolia","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","23.8"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Population census","%","8.900001"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","8.7"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","5.5"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","5.5"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","5.3"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","4.6"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","5.7"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","7.7"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","7.8"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","7.9"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","8"
"Employment Indicators: Agriculture","Montenegro","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","7.1"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1975","Official estimates","%","15"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1976","Official estimates","%","15"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1977","Official estimates","%","15"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Official estimates","%","12.2"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1979","Official estimates","%","11.4"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1980","Official estimates","%","10.9"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1981","Official estimates","%","10.6"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1982","Official estimates","%","10.4"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Official estimates","%","8.5"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Official estimates","%","10.2"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Official estimates","%","10"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Official estimates","%","9.8"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1987","Official estimates","%","9.6"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Population census","%","6.7"
"Employment Indicators: Agriculture","Montserrat","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","4"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Labour force survey","%","3.9"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Labour force survey","%","3.9"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Labour force survey","%","3.6"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","3.2"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Population census","%","40"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","6.3"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","7.2"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","5.1"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","4.9"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","5.7"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","5.1"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","4.9"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","44.400002"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","43.900002"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","45.799999"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","45.400002"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","43.299999"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","42.099998"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","40.900002"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","40.5"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","40.200001"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","39.700001"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","39.200001"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","38"
"Employment Indicators: Agriculture","Morocco","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","37.200001"
"Employment Indicators: Agriculture","Mozambique","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Household income and expenditure survey","%","80.5"
"Employment Indicators: Agriculture","Mozambique","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Household income and expenditure survey","%","72.1"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Official estimates","%","67.5"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1979","Official estimates","%","67.2"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1980","Official estimates","%","67.1"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1981","Official estimates","%","66.8"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1982","Official estimates","%","66.8"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Official estimates","%","66.3"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Official estimates","%","66.2"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Official estimates","%","66.1"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Official estimates","%","65.9"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1987","Official estimates","%","65.3"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1988","Official estimates","%","65.1"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1989","Official estimates","%","65.2"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Official estimates","%","69.7"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Official estimates","%","69.1"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Official estimates","%","68.9"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Official estimates","%","68.7"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Official estimates","%","63.4"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Official estimates","%","62.7"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","51.5"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","50.6"
"Employment Indicators: Agriculture","Myanmar","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","48.2"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Population census","%","48.200001"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","38.299999"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","31.099998"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","29.9"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","16.299999"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Household income and expenditure survey","%","31.200001"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","27.4"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","31.2"
"Employment Indicators: Agriculture","Namibia","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","22.6"
"Employment Indicators: Agriculture","Nepal","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Population census","%","81.2"
"Employment Indicators: Agriculture","Nepal","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","76.099998"
"Employment Indicators: Agriculture","Nepal","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","71.099998"
"Employment Indicators: Agriculture","Nepal","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","21.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1969","Official estimates","%","7.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1970","Official estimates","%","7.2"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1971","Official estimates","%","7"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1972","Official estimates","%","6.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1973","Official estimates","%","6.8"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1974","Official estimates","%","6.7"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1975","Official estimates","%","5.7"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1976","Official estimates","%","5.6"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1977","Labour force survey","%","5.8"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Official estimates","%","5.4"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1979","Labour force survey","%","5.7"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1980","Official estimates","%","4.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1981","Labour force survey","%","5.3"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1982","Official estimates","%","5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Labour force survey","%","5.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Official estimates","%","5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Labour force survey","%","5.2"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Official estimates","%","4.8"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1987","Labour force survey","%","5.1"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1988","Labour force survey","%","4.8"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1989","Labour force survey","%","4.7"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Labour force survey","%","4.7"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Labour force survey","%","4.3"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Labour force survey","%","3.8"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","4"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","3.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","3.7"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","3.6"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","3.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","3.4"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","3"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","3"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","3"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","2.6"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","2.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","3.1"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","3.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","3.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","3.2"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","3"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","2.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","2.8"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","2.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","2.5"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","1.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","2.1"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","2.1"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","2.1"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","2"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","1.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","1.9"
"Employment Indicators: Agriculture","Netherlands","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","1.9"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1977","Official estimates","%","1"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1978","Official estimates","%","0.9"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1980","Official estimates","%","0.4"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Official estimates","%","0.5"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Official estimates","%","0.8"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Official estimates","%","0.8"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1987","Official estimates","%","0.4"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Labour force survey","%","0.6"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Labour force survey","%","0.6"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","0.8"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","0.5"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","0.7"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","0.7"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","0.9"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","1.1"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","1.1"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","0.8"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","1"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","0.8"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","1"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","1"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","1.3"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","1.1"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","0.8"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","0.6"
"Employment Indicators: Agriculture","Netherlands Antilles (former)","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","0.2"
"Employment Indicators: Agriculture","New Caledonia","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Population census","%","7.3"
"Employment Indicators: Agriculture","New Caledonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Population census","%","3"
"Employment Indicators: Agriculture","New Caledonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Population census","%","2.9"
"Employment Indicators: Agriculture","New Caledonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Population census","%","2.8"
"Employment Indicators: Agriculture","New Caledonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Population census","%","2.7"
"Employment Indicators: Agriculture","New Caledonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Population census","%","4"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Labour force survey","%","10.7"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Labour force survey","%","10.900001"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","10.599999"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","10.3"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","9.599999"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","9.3"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","8.7"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","8.5"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","9.4"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","8.599999"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","9.099999"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","8.8"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","8.2"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","7.5"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","7.1"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","7.2"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","7.1"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","6.9"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","6.6"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","6.3"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","5.9"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","5.8"
"Employment Indicators: Agriculture","New Zealand","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","6"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Official estimates","%","39.3"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Official estimates","%","38"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Official estimates","%","38.9"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Official estimates","%","39"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Official estimates","%","40.1"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Official estimates","%","40.5"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Official estimates","%","41"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Official estimates","%","41.9"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Official estimates","%","42.3"
